name	filepath	source	rig	type	channels
Sennheiser HD 280 Pro	over-ear/Sennheiser HD 280 Pro (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 4.40BT	over-ear/Sennheiser HD 4.40BT.csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 4.50 BTNC	over-ear/Sennheiser HD 4.50 BTNC (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 450BT	over-ear/Sennheiser HD 450BT (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 518	over-ear/Sennheiser HD 518 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 58X	over-ear/Sennheiser HD 58X (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 598 CS	over-ear/Sennheiser HD 598 CS (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 598	over-ear/Sennheiser HD 598 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 599	over-ear/Sennheiser HD 599 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 650	over-ear/Sennheiser HD 650 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 660 S	over-ear/Sennheiser HD 660 S (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 660S2	over-ear/Sennheiser HD 660S2 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 6XX	over-ear/Sennheiser HD 6XX (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 700	over-ear/Sennheiser HD 700 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 820	over-ear/Sennheiser HD 820 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 8XX	over-ear/Sennheiser HD 8XX (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD1 On-Ear	over-ear/Sennheiser HD1 On-Ear.csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD1 Over-Ear	over-ear/Sennheiser HD1 Over-Ear.csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD1 Wireless	over-ear/Sennheiser HD1 Wireless.csv	Rtings	HMS II.3	over-ear	1
Sennheiser Momentum 3 Wireless	over-ear/Sennheiser Momentum 3 Wireless (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser PXC 250 II	over-ear/Sennheiser PXC 250 II.csv	Rtings	HMS II.3	over-ear	1
Sennheiser PXC 550 Wireless	over-ear/Sennheiser PXC 550 Wireless.csv	Rtings	HMS II.3	over-ear	1
Sennheiser PXC 550-II Wireless	over-ear/Sennheiser PXC 550-II Wireless (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser RS 165	over-ear/Sennheiser RS 165.csv	Rtings	HMS II.3	over-ear	1
Sennheiser RS 175	over-ear/Sennheiser RS 175 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser RS 185	over-ear/Sennheiser RS 185.csv	Rtings	HMS II.3	over-ear	1
Sennheiser RS 195	over-ear/Sennheiser RS 195.csv	Rtings	HMS II.3	over-ear	1
Sennheiser SC 160 USB-C	over-ear/Sennheiser SC 160 USB-C.csv	Rtings	HMS II.3	over-ear	1
Shure AONIC 50 Gen 2	over-ear/Shure AONIC 50 Gen 2.csv	Rtings	HMS II.3	over-ear	1
Shure AONIC 50	over-ear/Shure AONIC 50 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Shure SRH240	over-ear/Shure SRH240 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Shure SRH440	over-ear/Shure SRH440 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Skullcandy Crusher 360	over-ear/Skullcandy Crusher 360.csv	Rtings	HMS II.3	over-ear	1
Skullcandy Crusher Evo	over-ear/Skullcandy Crusher Evo.csv	Rtings	HMS II.3	over-ear	1
Skullcandy Crusher Wireless	over-ear/Skullcandy Crusher Wireless (Rtings).csv	Rtings	HMS II.3	over-ear	1
Skullcandy Crusher	over-ear/Skullcandy Crusher (Rtings).csv	Rtings	HMS II.3	over-ear	1
Skullcandy Grind	over-ear/Skullcandy Grind (Rtings).csv	Rtings	HMS II.3	over-ear	1
Skullcandy Hesh 2	over-ear/Skullcandy Hesh 2 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Skullcandy Hesh 3	over-ear/Skullcandy Hesh 3.csv	Rtings	HMS II.3	over-ear	1
Skullcandy Hesh ANC	over-ear/Skullcandy Hesh ANC.csv	Rtings	HMS II.3	over-ear	1
Skullcandy Hesh Evo	over-ear/Skullcandy Hesh Evo.csv	Rtings	HMS II.3	over-ear	1
Skullcandy Riff Wireless 2	over-ear/Skullcandy Riff Wireless 2.csv	Rtings	HMS II.3	over-ear	1
Skullcandy Venue	over-ear/Skullcandy Venue.csv	Rtings	HMS II.3	over-ear	1
Sony h.ear on	over-ear/Sony h.ear on.csv	Rtings	HMS II.3	over-ear	1
Sony INZONE H3	over-ear/Sony INZONE H3.csv	Rtings	HMS II.3	over-ear	1
Sony INZONE H7	over-ear/Sony INZONE H7.csv	Rtings	HMS II.3	over-ear	1
Sony INZONE H9	over-ear/Sony INZONE H9.csv	Rtings	HMS II.3	over-ear	1
Sony MDR-1000X	over-ear/Sony MDR-1000X (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony MDR-1A	over-ear/Sony MDR-1A.csv	Rtings	HMS II.3	over-ear	1
Sony MDR-7506	over-ear/Sony MDR-7506 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony MDR-7520	over-ear/Sony MDR-7520 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony MDR-MV1	over-ear/Sony MDR-MV1 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony MDR-XB950B1	over-ear/Sony MDR-XB950B1.csv	Rtings	HMS II.3	over-ear	1
Sony MDR-XB950N1	over-ear/Sony MDR-XB950N1.csv	Rtings	HMS II.3	over-ear	1
Sony MDR-ZX110NC	over-ear/Sony MDR-ZX110NC.csv	Rtings	HMS II.3	over-ear	1
Sony MDR-ZX770BN	over-ear/Sony MDR-ZX770BN.csv	Rtings	HMS II.3	over-ear	1
Sony PULSE 3D	over-ear/Sony PULSE 3D (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony WH-1000XM2	over-ear/Sony WH-1000XM2 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony WH-1000XM3	over-ear/Sony WH-1000XM3 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony WH-CH400	over-ear/Sony WH-CH400.csv	Rtings	HMS II.3	over-ear	1
Sony WH-CH500	over-ear/Sony WH-CH500.csv	Rtings	HMS II.3	over-ear	1
Sony WH-CH510	over-ear/Sony WH-CH510 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony WH-CH520	over-ear/Sony WH-CH520.csv	Rtings	HMS II.3	over-ear	1
Sony WH-CH700N	over-ear/Sony WH-CH700N.csv	Rtings	HMS II.3	over-ear	1
Sony WH-CH710N	over-ear/Sony WH-CH710N (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony WH-H900N	over-ear/Sony WH-H900N (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sony WH-H910N	over-ear/Sony WH-H910N.csv	Rtings	HMS II.3	over-ear	1
Sony WH-XB700	over-ear/Sony WH-XB700.csv	Rtings	HMS II.3	over-ear	1
Sony WH-XB900N	over-ear/Sony WH-XB900N.csv	Rtings	HMS II.3	over-ear	1
Sound Intone CX-05	over-ear/Sound Intone CX-05.csv	Rtings	HMS II.3	over-ear	1
Status Audio BT One	over-ear/Status Audio BT One.csv	Rtings	HMS II.3	over-ear	1
Stax SR-L300	over-ear/Stax SR-L300 (Rtings).csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 1 Wireless	over-ear/SteelSeries Arctis 1 Wireless.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 1	over-ear/SteelSeries Arctis 1.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 3 2019 Edition	over-ear/SteelSeries Arctis 3 2019 Edition.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 5 2019 Edition	over-ear/SteelSeries Arctis 5 2019 Edition.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 7 2019 Edition	over-ear/SteelSeries Arctis 7 2019 Edition.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 7 Wireless 2017	over-ear/SteelSeries Arctis 7 Wireless 2017.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 7+	over-ear/SteelSeries Arctis 7+.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 7P+	over-ear/SteelSeries Arctis 7P+.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 7P	over-ear/SteelSeries Arctis 7P.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 7X	over-ear/SteelSeries Arctis 7X.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 9	over-ear/SteelSeries Arctis 9.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis 9X	over-ear/SteelSeries Arctis 9X.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis Nova 1	over-ear/SteelSeries Arctis Nova 1.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis Nova 3	over-ear/SteelSeries Arctis Nova 3.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis Prime	over-ear/SteelSeries Arctis Prime.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Arctis Pro GameDAC	over-ear/SteelSeries Arctis Pro GameDAC.csv	Rtings	HMS II.3	over-ear	1
SteelSeries Siberia 200	over-ear/SteelSeries Siberia 200.csv	Rtings	HMS II.3	over-ear	1
Superlux HD 668B	over-ear/Superlux HD 668B (Rtings).csv	Rtings	HMS II.3	over-ear	1
Superlux HD 681 EVO	over-ear/Superlux HD 681 EVO.csv	Rtings	HMS II.3	over-ear	1
TaoTronics SoundSurge 60	over-ear/TaoTronics SoundSurge 60.csv	Rtings	HMS II.3	over-ear	1
TaoTronics TT-BH041 Bluetooth Headset	over-ear/TaoTronics TT-BH041 Bluetooth Headset.csv	Rtings	HMS II.3	over-ear	1
Tascam TH-02	over-ear/Tascam TH-02.csv	Rtings	HMS II.3	over-ear	1
TREBLAB Z2	over-ear/TREBLAB Z2.csv	Rtings	HMS II.3	over-ear	1
TREBLAB Z7 Pro	over-ear/TREBLAB Z7 Pro.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Elite 800	over-ear/Turtle Beach Elite 800.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Elite Atlas Aero	over-ear/Turtle Beach Elite Atlas Aero.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Elite Atlas	over-ear/Turtle Beach Elite Atlas.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Elite Pro 2 SuperAmp	over-ear/Turtle Beach Elite Pro 2 SuperAmp.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Recon 200 Gen 2	over-ear/Turtle Beach Recon 200 Gen 2.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Recon 200	over-ear/Turtle Beach Recon 200.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Recon 500	over-ear/Turtle Beach Recon 500.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Recon 50X	over-ear/Turtle Beach Recon 50X.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Recon 70	over-ear/Turtle Beach Recon 70.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Stealth 300	over-ear/Turtle Beach Stealth 300.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Stealth 600 Gen 2	over-ear/Turtle Beach Stealth 600 Gen 2.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Stealth 600	over-ear/Turtle Beach Stealth 600.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Stealth 700 Gen 2	over-ear/Turtle Beach Stealth 700 Gen 2.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Stealth 700	over-ear/Turtle Beach Stealth 700.csv	Rtings	HMS II.3	over-ear	1
Turtle Beach Stealth Pro	over-ear/Turtle Beach Stealth Pro.csv	Rtings	HMS II.3	over-ear	1
V-MODA Crossfade 2 Wireless	over-ear/V-MODA Crossfade 2 Wireless.csv	Rtings	HMS II.3	over-ear	1
V-MODA Crossfade M-100	over-ear/V-MODA Crossfade M-100 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Wyze Noise-Cancelling Headphones	over-ear/Wyze Noise-Cancelling Headphones.csv	Rtings	HMS II.3	over-ear	1
Wyze Wireless Gaming Headset	over-ear/Wyze Wireless Gaming Headset.csv	Rtings	HMS II.3	over-ear	1
Xbox Stereo Headset	over-ear/Xbox Stereo Headset.csv	Rtings	HMS II.3	over-ear	1
Xbox Wireless Headset	over-ear/Xbox Wireless Headset.csv	Rtings	HMS II.3	over-ear	1
Apple AirPods 2	earbud/Apple AirPods 2.csv	Super Review	KB006x + 711	earbud	1
Apple AirPods 3	earbud/Apple AirPods 3.csv	Super Review	KB006x + 711	earbud	1
Apple EarPods	earbud/Apple EarPods (Super Review).csv	Super Review	KB006x + 711	earbud	1
Astrotec Lyra Nature (no foam)	earbud/Astrotec Lyra Nature (no foam).csv	Super Review	KB006x + 711	earbud	1
Astrotec Lyra Nature	earbud/Astrotec Lyra Nature.csv	Super Review	KB006x + 711	earbud	1
FAAEAL Iris	earbud/FAAEAL Iris.csv	Super Review	KB006x + 711	earbud	1
FiiO FF1 (black)	earbud/FiiO FF1 (black).csv	Super Review	KB006x + 711	earbud	1
FiiO FF1 (foam)	earbud/FiiO FF1 (foam).csv	Super Review	KB006x + 711	earbud	1
FiiO FF1 (no foam)	earbud/FiiO FF1 (no foam).csv	Super Review	KB006x + 711	earbud	1
FiiO FF1 (white)	earbud/FiiO FF1 (white).csv	Super Review	KB006x + 711	earbud	1
Ks Earphone K64	earbud/Ks Earphone K64.csv	Super Review	KB006x + 711	earbud	1
Moondrop Pavane (donut foams)	earbud/Moondrop Pavane (donut foams).csv	Super Review	KB006x + 711	earbud	1
Moondrop Pavane (no foamd)	earbud/Moondrop Pavane (no foamd).csv	Super Review	KB006x + 711	earbud	1
Moondrop Pavane (white foams)	earbud/Moondrop Pavane (white foams).csv	Super Review	KB006x + 711	earbud	1
Moondrop U-2	earbud/Moondrop U-2 (Super Review).csv	Super Review	KB006x + 711	earbud	1
Moondrop U2 (foams)	earbud/Moondrop U2 (foams).csv	Super Review	KB006x + 711	earbud	1
NiceHCK EB2S Pro (foams)	earbud/NiceHCK EB2S Pro (foams).csv	Super Review	KB006x + 711	earbud	1
NiceHCK EB2S Pro (no foams)	earbud/NiceHCK EB2S Pro (no foams).csv	Super Review	KB006x + 711	earbud	1
NiceHCK EBX21	earbud/NiceHCK EBX21.csv	Super Review	KB006x + 711	earbud	1
Rikubuds Alter Rider 3	earbud/Rikubuds Alter Rider 3.csv	Super Review	KB006x + 711	earbud	1
TGXear Serratus	earbud/TGXear Serratus.csv	Super Review	KB006x + 711	earbud	1
TGXear Sunniva	earbud/TGXear Sunniva.csv	Super Review	KB006x + 711	earbud	1
TGXear Totem	earbud/TGXear Totem.csv	Super Review	KB006x + 711	earbud	1
Venture Electronics Monk Plus	earbud/Venture Electronics Monk Plus (Super Review).csv	Super Review	KB006x + 711	earbud	1
Willsound MK2	earbud/Willsound MK2.csv	Super Review	KB006x + 711	earbud	1
Yincrow RW-9	earbud/Yincrow RW-9.csv	Super Review	KB006x + 711	earbud	1
Yincrow X6	earbud/Yincrow X6 (Super Review).csv	Super Review	KB006x + 711	earbud	1
634ears MIROAK-II	in-ear/634ears MIROAK-II.csv	Super Review	711	in-ear	1
64 Audio A12t (m15 Apex module)	in-ear/64 Audio A12t (m15 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio A12t (m20 Apex module)	in-ear/64 Audio A12t (m20 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio A12t (mX Apex module)	in-ear/64 Audio A12t (mX Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Aspire 1	in-ear/64 Audio Aspire 1.csv	Super Review	711	in-ear	1
64 Audio Aspire 2	in-ear/64 Audio Aspire 2.csv	Super Review	711	in-ear	1
64 Audio Aspire 3	in-ear/64 Audio Aspire 3.csv	Super Review	711	in-ear	1
64 Audio Aspire 4	in-ear/64 Audio Aspire 4.csv	Super Review	711	in-ear	1
64 Audio Duo	in-ear/64 Audio Duo (Super Review).csv	Super Review	711	in-ear	1
64 Audio Fourte Blanc	in-ear/64 Audio Fourte Blanc.csv	Super Review	711	in-ear	1
64 Audio Nio (Fir Audio black module)	in-ear/64 Audio Nio (Fir Audio black module).csv	Super Review	711	in-ear	1
64 Audio Nio (Fir Audio red module)	in-ear/64 Audio Nio (Fir Audio red module).csv	Super Review	711	in-ear	1
64 Audio Nio (m12 Apex module)	in-ear/64 Audio Nio (m12 Apex module).csv	Super Review	711	in-ear	1
64 Audio Nio (m15 Apex module)	in-ear/64 Audio Nio (m15 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Nio (m20 Apex module)	in-ear/64 Audio Nio (m20 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Nio (mX Apex module)	in-ear/64 Audio Nio (mX Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Solo	in-ear/64 Audio Solo (Super Review).csv	Super Review	711	in-ear	1
64 Audio Tia Fourte	in-ear/64 Audio Tia Fourte (Super Review).csv	Super Review	711	in-ear	1
64 Audio Tia Trio	in-ear/64 Audio Tia Trio (Super Review).csv	Super Review	711	in-ear	1
64 Audio U12t (Fir Audio red module)	in-ear/64 Audio U12t (Fir Audio red module).csv	Super Review	711	in-ear	1
64 Audio U12t (m12 Apex module)	in-ear/64 Audio U12t (m12 Apex module).csv	Super Review	711	in-ear	1
64 Audio U12t (m15 Apex module)	in-ear/64 Audio U12t (m15 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio U12t (m20 Apex module)	in-ear/64 Audio U12t (m20 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio U12t (mX Apex module)	in-ear/64 Audio U12t (mX Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio U18s (m20 Apex module)	in-ear/64 Audio U18s (m20 Apex module).csv	Super Review	711	in-ear	1
64 Audio U18t (m15 Apex module)	in-ear/64 Audio U18t (m15 Apex module).csv	Super Review	711	in-ear	1
64 Audio U18t (m20 Apex module)	in-ear/64 Audio U18t (m20 Apex module).csv	Super Review	711	in-ear	1
64 Audio U18t (mX Apex module)	in-ear/64 Audio U18t (mX Apex module).csv	Super Review	711	in-ear	1
64 Audio U4S (Fir Audio black module)	in-ear/64 Audio U4S (Fir Audio black module).csv	Super Review	711	in-ear	1
64 Audio U4S (Fir Audio red module)	in-ear/64 Audio U4S (Fir Audio red module).csv	Super Review	711	in-ear	1
64 Audio U4S (m12 Apex module)	in-ear/64 Audio U4S (m12 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio U4S (m15 Apex module)	in-ear/64 Audio U4S (m15 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio U4S (m20 Apex module)	in-ear/64 Audio U4S (m20 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio U4S (mX Apex module)	in-ear/64 Audio U4S (mX Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio U6t (m15 Apex module)	in-ear/64 Audio U6t (m15 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Volur (m12 Apex module)	in-ear/64 Audio Volur (m12 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Volur (m15 Apex module)	in-ear/64 Audio Volur (m15 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Volur (m20 Apex module)	in-ear/64 Audio Volur (m20 Apex module) (Super Review).csv	Super Review	711	in-ear	1
64 Audio Volur (mX Apex module)	in-ear/64 Audio Volur (mX Apex module) (Super Review).csv	Super Review	711	in-ear	1
7Hz Salnotes Zero	in-ear/7Hz Salnotes Zero (Super Review).csv	Super Review	711	in-ear	1
7Hz Timeless	in-ear/7Hz Timeless (Super Review).csv	Super Review	711	in-ear	1
7Hz x Crinacle Zero 2	in-ear/7Hz x Crinacle Zero 2 (Super Review).csv	Super Review	711	in-ear	1
7th Acoustics Proxima	in-ear/7th Acoustics Proxima.csv	Super Review	711	in-ear	1
7th Acoustics Supernova	in-ear/7th Acoustics Supernova (Super Review).csv	Super Review	711	in-ear	1
Acoustune RS ONE	in-ear/Acoustune RS ONE.csv	Super Review	711	in-ear	1
AFUL Acoustics Cantor	in-ear/AFUL Acoustics Cantor.csv	Super Review	711	in-ear	1
AFUL Acoustics MagicOne	in-ear/AFUL Acoustics MagicOne (Super Review).csv	Super Review	711	in-ear	1
AFUL Acoustics Performer 5+2	in-ear/AFUL Acoustics Performer 5+2.csv	Super Review	711	in-ear	1
AFUL Explorer	in-ear/AFUL Explorer (Super Review).csv	Super Review	711	in-ear	1
AFUL Performer 5	in-ear/AFUL Performer 5 (Super Review).csv	Super Review	711	in-ear	1
AFUL Performer 8	in-ear/AFUL Performer 8 (Super Review).csv	Super Review	711	in-ear	1
Akoustyx R-120	in-ear/Akoustyx R-120.csv	Super Review	711	in-ear	1
Akoustyx R-220	in-ear/Akoustyx R-220 (Super Review).csv	Super Review	711	in-ear	1
Akoustyx S-6	in-ear/Akoustyx S-6.csv	Super Review	711	in-ear	1
Alpha Omega Omega (off-off-off)	in-ear/Alpha Omega Omega (off-off-off).csv	Super Review	711	in-ear	1
Alpha Omega Omega (on-on-off)	in-ear/Alpha Omega Omega (on-on-off).csv	Super Review	711	in-ear	1
Alpha Omega Omega (on-on-on)	in-ear/Alpha Omega Omega (on-on-on).csv	Super Review	711	in-ear	1
Alpha Omega Omega on-off-off)	in-ear/Alpha Omega Omega on-off-off).csv	Super Review	711	in-ear	1
Alpha Omega Ra	in-ear/Alpha Omega Ra.csv	Super Review	711	in-ear	1
Apple AirPods Pro	in-ear/Apple AirPods Pro (Super Review).csv	Super Review	711	in-ear	1
Arpegear Hane (off-off-off-off)	in-ear/Arpegear Hane (off-off-off-off).csv	Super Review	711	in-ear	1
Arpegear Hane (off-off-off-on)	in-ear/Arpegear Hane (off-off-off-on).csv	Super Review	711	in-ear	1
Arpegear Hane (off-off-on-off)	in-ear/Arpegear Hane (off-off-on-off).csv	Super Review	711	in-ear	1
Arpegear Hane (off-on-off-off)	in-ear/Arpegear Hane (off-on-off-off).csv	Super Review	711	in-ear	1
Arpegear Hane (on-off-off-off)	in-ear/Arpegear Hane (on-off-off-off).csv	Super Review	711	in-ear	1
Audiosense AQ7	in-ear/Audiosense AQ7.csv	Super Review	711	in-ear	1
Audiosense DT200	in-ear/Audiosense DT200 (Super Review).csv	Super Review	711	in-ear	1
Audiosense T180	in-ear/Audiosense T180.csv	Super Review	711	in-ear	1
AuGlamour F300	in-ear/AuGlamour F300.csv	Super Review	711	in-ear	1
AuGlamour RT-3	in-ear/AuGlamour RT-3 (Super Review).csv	Super Review	711	in-ear	1
AUNE Jasper	in-ear/AUNE Jasper.csv	Super Review	711	in-ear	1
BGVP DM6	in-ear/BGVP DM6 (Super Review).csv	Super Review	711	in-ear	1
BGVP DM8	in-ear/BGVP DM8.csv	Super Review	711	in-ear	1
BGVP DM9	in-ear/BGVP DM9.csv	Super Review	711	in-ear	1
BGVP DMA	in-ear/BGVP DMA.csv	Super Review	711	in-ear	1
BGVP DMG (silver)	in-ear/BGVP DMG (silver).csv	Super Review	711	in-ear	1
BGVP Melody (balanced nozzle)	in-ear/BGVP Melody (balanced nozzle).csv	Super Review	711	in-ear	1
BGVP Melody (hifi nozzle)	in-ear/BGVP Melody (hifi nozzle).csv	Super Review	711	in-ear	1
BGVP Melody (pop nozzle)	in-ear/BGVP Melody (pop nozzle).csv	Super Review	711	in-ear	1
BGVP NS9 (black eartips)	in-ear/BGVP NS9 (black eartips).csv	Super Review	711	in-ear	1
BGVP NS9 (gray filter)	in-ear/BGVP NS9 (gray filter).csv	Super Review	711	in-ear	1
BGVP NS9 (no mesh, black eartips)	in-ear/BGVP NS9 (no mesh, black eartips).csv	Super Review	711	in-ear	1
BGVP NS9 (red filter)	in-ear/BGVP NS9 (red filter).csv	Super Review	711	in-ear	1
BGVP NS9 (silver filter)	in-ear/BGVP NS9 (silver filter).csv	Super Review	711	in-ear	1
BGVP Phantom	in-ear/BGVP Phantom.csv	Super Review	711	in-ear	1
Binary Acoustics Dynaquattro	in-ear/Binary Acoustics Dynaquattro (Super Review).csv	Super Review	711	in-ear	1
Binary Acoustics x Gizaudio Chopin	in-ear/Binary Acoustics x Gizaudio Chopin (Super Review).csv	Super Review	711	in-ear	1
BLON BL-03	in-ear/BLON BL-03 (Super Review).csv	Super Review	711	in-ear	1
BLON BL-05	in-ear/BLON BL-05 (Super Review).csv	Super Review	711	in-ear	1
BLON BL-A8 Prometheus	in-ear/BLON BL-A8 Prometheus (Super Review).csv	Super Review	711	in-ear	1
BLON x HBB Z300	in-ear/BLON x HBB Z300 (Super Review).csv	Super Review	711	in-ear	1
BQEYZ Autumn (bass filter)	in-ear/BQEYZ Autumn (bass filter) (Super Review).csv	Super Review	711	in-ear	1
BQEYZ Autumn (no filter)	in-ear/BQEYZ Autumn (no filter).csv	Super Review	711	in-ear	1
BQEYZ Autumn (normal filter)	in-ear/BQEYZ Autumn (normal filter) (Super Review).csv	Super Review	711	in-ear	1
BQEYZ Autumn (treble filter)	in-ear/BQEYZ Autumn (treble filter) (Super Review).csv	Super Review	711	in-ear	1
BQEYZ Frost	in-ear/BQEYZ Frost (Super Review).csv	Super Review	711	in-ear	1
Brainwavz Koel	in-ear/Brainwavz Koel.csv	Super Review	711	in-ear	1
Campfire Audio Andromeda (pre-2020)	in-ear/Campfire Audio Andromeda (pre-2020).csv	Super Review	711	in-ear	1
Campfire Audio Andromeda 2020	in-ear/Campfire Audio Andromeda 2020.csv	Super Review	711	in-ear	1
Campfire Audio Ara	in-ear/Campfire Audio Ara.csv	Super Review	711	in-ear	1
Campfire Audio Dorado 2020	in-ear/Campfire Audio Dorado 2020 (Super Review).csv	Super Review	711	in-ear	1
Campfire Audio Moon Rover	in-ear/Campfire Audio Moon Rover (Super Review).csv	Super Review	711	in-ear	1
Campfire Audio Onyx	in-ear/Campfire Audio Onyx.csv	Super Review	711	in-ear	1
Campfire Audio Pathfinder	in-ear/Campfire Audio Pathfinder.csv	Super Review	711	in-ear	1
Canpur CP622B	in-ear/Canpur CP622B (Super Review).csv	Super Review	711	in-ear	1
Cayin Fantasy	in-ear/Cayin Fantasy.csv	Super Review	711	in-ear	1
CCA C10	in-ear/CCA C10 (Super Review).csv	Super Review	711	in-ear	1
CCA CRA+	in-ear/CCA CRA+ (Super Review).csv	Super Review	711	in-ear	1
CCA CRA	in-ear/CCA CRA (Super Review).csv	Super Review	711	in-ear	1
CCA Hydro (off-off-off-off)	in-ear/CCA Hydro (off-off-off-off).csv	Super Review	711	in-ear	1
CCA Hydro (off-off-on-on)	in-ear/CCA Hydro (off-off-on-on).csv	Super Review	711	in-ear	1
CCA Hydro (on-on-off-off)	in-ear/CCA Hydro (on-on-off-off) (Super Review).csv	Super Review	711	in-ear	1
CCA Hydro (on-on-on-on)	in-ear/CCA Hydro (on-on-on-on).csv	Super Review	711	in-ear	1
CCZ Plume	in-ear/CCZ Plume.csv	Super Review	711	in-ear	1
Co-Donguri Brass	in-ear/Co-Donguri Brass (Super Review).csv	Super Review	711	in-ear	1
Co-Donguri Shizuku	in-ear/Co-Donguri Shizuku.csv	Super Review	711	in-ear	1
