name	filepath	source	rig	type	channels
BQEYZ Winter	in-ear/BQEYZ Winter.csv	Fahryst	711	in-ear	1
Campfire Audio Trifecta	in-ear/Campfire Audio Trifecta.csv	Fahryst	711	in-ear	1
Canpur CP622B	in-ear/Canpur CP622B.csv	Fahryst	711	in-ear	1
CCA CXS	in-ear/CCA CXS.csv	Fahryst	711	in-ear	1
CCZ Warrior	in-ear/CCZ Warrior.csv	Fahryst	711	in-ear	1
Dita Audio Project M	in-ear/Dita Audio Project M.csv	Fahryst	711	in-ear	1
DUNU Kima	in-ear/DUNU Kima.csv	Fahryst	711	in-ear	1
EarAcoustic Audio SPA Hi-End Max	in-ear/EarAcoustic Audio SPA Hi-End Max.csv	Fahryst	711	in-ear	1
EPZ 530	in-ear/EPZ 530.csv	Fahryst	711	in-ear	1
EPZ G20	in-ear/EPZ G20.csv	Fahryst	711	in-ear	1
EPZ K5	in-ear/EPZ K5.csv	Fahryst	711	in-ear	1
EPZ P50	in-ear/EPZ P50.csv	Fahryst	711	in-ear	1
EPZ Q1 Pro	in-ear/EPZ Q1 Pro.csv	Fahryst	711	in-ear	1
EPZ Q5 Pro	in-ear/EPZ Q5 Pro (Fahryst).csv	Fahryst	711	in-ear	1
EPZ Q5	in-ear/EPZ Q5 (Fahryst).csv	Fahryst	711	in-ear	1
Etymotic ER3XR	in-ear/Etymotic ER3XR.csv	Fahryst	711	in-ear	1
FiiO F9	in-ear/FiiO F9.csv	Fahryst	711	in-ear	1
FiiO FD11	in-ear/FiiO FD11.csv	Fahryst	711	in-ear	1
FiiO FDX	in-ear/FiiO FDX.csv	Fahryst	711	in-ear	1
Final Audio E3000	in-ear/Final Audio E3000.csv	Fahryst	711	in-ear	1
Fir Audio Radon 6	in-ear/Fir Audio Radon 6.csv	Fahryst	711	in-ear	1
HAKUGEI Sea-elf	in-ear/HAKUGEI Sea-elf.csv	Fahryst	711	in-ear	1
HiBy x FAudio Project Ace	in-ear/HiBy x FAudio Project Ace.csv	Fahryst	711	in-ear	1
Hidizs MP145 (red nozzle)	in-ear/Hidizs MP145 (red nozzle).csv	Fahryst	711	in-ear	1
Hidizs MP145 (rosegold nozzle)	in-ear/Hidizs MP145 (rosegold nozzle).csv	Fahryst	711	in-ear	1
Hidizs MP145 (silver nozzle)	in-ear/Hidizs MP145 (silver nozzle).csv	Fahryst	711	in-ear	1
Hidizs MS3 (red nozzle)	in-ear/Hidizs MS3 (red nozzle).csv	Fahryst	711	in-ear	1
Hidizs MS3 (rosegold nozzle)	in-ear/Hidizs MS3 (rosegold nozzle).csv	Fahryst	711	in-ear	1
Hidizs MS3 (silver nozzle)	in-ear/Hidizs MS3 (silver nozzle).csv	Fahryst	711	in-ear	1
Hidizs MS5	in-ear/Hidizs MS5.csv	Fahryst	711	in-ear	1
HIFIMAN RE400 (double flange eartips)	in-ear/HIFIMAN RE400 (double flange eartips).csv	Fahryst	711	in-ear	1
IKKO OH10	in-ear/IKKO OH10.csv	Fahryst	711	in-ear	1
IKKO OH1S	in-ear/IKKO OH1S.csv	Fahryst	711	in-ear	1
IKKO OH2	in-ear/IKKO OH2.csv	Fahryst	711	in-ear	1
IKKO OH5	in-ear/IKKO OH5.csv	Fahryst	711	in-ear	1
JVC HA-FD01 (steel nozzle)	in-ear/JVC HA-FD01 (steel nozzle).csv	Fahryst	711	in-ear	1
JVC HA-FD01 (titanium nozzle)	in-ear/JVC HA-FD01 (titanium nozzle).csv	Fahryst	711	in-ear	1
JVC HA-FDX1 (blue)	in-ear/JVC HA-FDX1 (blue).csv	Fahryst	711	in-ear	1
JVC HA-FDX1 (green)	in-ear/JVC HA-FDX1 (green).csv	Fahryst	711	in-ear	1
JVC HA-FDX1 (white)	in-ear/JVC HA-FDX1 (white).csv	Fahryst	711	in-ear	1
JVC HA-FW01	in-ear/JVC HA-FW01.csv	Fahryst	711	in-ear	1
KBEAR Qinglong	in-ear/KBEAR Qinglong.csv	Fahryst	711	in-ear	1
KEFINE Delci	in-ear/KEFINE Delci.csv	Fahryst	711	in-ear	1
KEFINE Klean (black filter)	in-ear/KEFINE Klean (black filter).csv	Fahryst	711	in-ear	1
KEFINE Klean (silver filter)	in-ear/KEFINE Klean (silver filter).csv	Fahryst	711	in-ear	1
Kinera Celest Pandamon	in-ear/Kinera Celest Pandamon.csv	Fahryst	711	in-ear	1
Kinera Celest Plutus Beast	in-ear/Kinera Celest Plutus Beast.csv	Fahryst	711	in-ear	1
Kinera Celest Rue	in-ear/Kinera Celest Rue.csv	Fahryst	711	in-ear	1
Kinera Celest Wyvern Abyss	in-ear/Kinera Celest Wyvern Abyss.csv	Fahryst	711	in-ear	1
Kinera Celest Wyvern Pro	in-ear/Kinera Celest Wyvern Pro.csv	Fahryst	711	in-ear	1
Kinera Freya 2.0	in-ear/Kinera Freya 2.0.csv	Fahryst	711	in-ear	1
KZ D-FI (off-off-off-off)	in-ear/KZ D-FI (off-off-off-off).csv	Fahryst	711	in-ear	1
KZ D-FI (on-off-off-off)	in-ear/KZ D-FI (on-off-off-off).csv	Fahryst	711	in-ear	1
KZ D-FI (on-off-off-on)	in-ear/KZ D-FI (on-off-off-on).csv	Fahryst	711	in-ear	1
KZ D-FI (on-off-on-off)	in-ear/KZ D-FI (on-off-on-off).csv	Fahryst	711	in-ear	1
KZ D-FI (on-off-on-on)	in-ear/KZ D-FI (on-off-on-on).csv	Fahryst	711	in-ear	1
KZ D-FI (on-on-off-off)	in-ear/KZ D-FI (on-on-off-off).csv	Fahryst	711	in-ear	1
KZ D-FI (on-on-off-on)	in-ear/KZ D-FI (on-on-off-on).csv	Fahryst	711	in-ear	1
KZ D-FI (on-on-on-off)	in-ear/KZ D-FI (on-on-on-off).csv	Fahryst	711	in-ear	1
KZ D-FI (on-on-on-on)	in-ear/KZ D-FI (on-on-on-on).csv	Fahryst	711	in-ear	1
KZ EDXS	in-ear/KZ EDXS.csv	Fahryst	711	in-ear	1
KZ PR1	in-ear/KZ PR1.csv	Fahryst	711	in-ear	1
KZ x HBB PR2 (with black mesh)	in-ear/KZ x HBB PR2 (with black mesh).csv	Fahryst	711	in-ear	1
KZ x HBB PR2 (without black mesh)	in-ear/KZ x HBB PR2 (without black mesh).csv	Fahryst	711	in-ear	1
KZ ZVX	in-ear/KZ ZVX.csv	Fahryst	711	in-ear	1
Moondrop Aria Elven Maiden	in-ear/Moondrop Aria Elven Maiden.csv	Fahryst	711	in-ear	1
Moondrop Aria Snow Edition	in-ear/Moondrop Aria Snow Edition (Fahryst).csv	Fahryst	711	in-ear	1
Moondrop Droplet	in-ear/Moondrop Droplet.csv	Fahryst	711	in-ear	1
Moondrop Kato (brass nozzle)	in-ear/Moondrop Kato (brass nozzle).csv	Fahryst	711	in-ear	1
Moondrop Kato (steel nozzle)	in-ear/Moondrop Kato (steel nozzle).csv	Fahryst	711	in-ear	1
Moondrop May (3.5 mm)	in-ear/Moondrop May (3.5 mm).csv	Fahryst	711	in-ear	1
Moondrop Quarks	in-ear/Moondrop Quarks.csv	Fahryst	711	in-ear	1
Moondrop Space Travel (reference mode)	in-ear/Moondrop Space Travel (reference mode) (Fahryst).csv	Fahryst	711	in-ear	1
Moondrop Variations	in-ear/Moondrop Variations.csv	Fahryst	711	in-ear	1
Moritz Dragon	in-ear/Moritz Dragon.csv	Fahryst	711	in-ear	1
NF Audio RG15 (analog)	in-ear/NF Audio RG15 (analog).csv	Fahryst	711	in-ear	1
NF Audio RG15 (USB)	in-ear/NF Audio RG15 (USB).csv	Fahryst	711	in-ear	1
NiceHCK JIALAI Carat	in-ear/NiceHCK JIALAI Carat.csv	Fahryst	711	in-ear	1
Queen of Audio Adonix New	in-ear/Queen of Audio Adonix New.csv	Fahryst	711	in-ear	1
Queen of Audio Gimlet	in-ear/Queen of Audio Gimlet.csv	Fahryst	711	in-ear	1
Sennheiser IE 200	in-ear/Sennheiser IE 200 (Fahryst).csv	Fahryst	711	in-ear	1
Sennheiser IE 600	in-ear/Sennheiser IE 600.csv	Fahryst	711	in-ear	1
SGOR Venus	in-ear/SGOR Venus.csv	Fahryst	711	in-ear	1
Shozy T1	in-ear/Shozy T1.csv	Fahryst	711	in-ear	1
Shozy V33	in-ear/Shozy V33.csv	Fahryst	711	in-ear	1
Shuoer DZ4	in-ear/Shuoer DZ4.csv	Fahryst	711	in-ear	1
Shuoer Galileo	in-ear/Shuoer Galileo (Fahryst).csv	Fahryst	711	in-ear	1
Shuoer S08	in-ear/Shuoer S08.csv	Fahryst	711	in-ear	1
Shuoer S12	in-ear/Shuoer S12.csv	Fahryst	711	in-ear	1
Simgot Audio EA1000 (gold nozzle)	in-ear/Simgot Audio EA1000 (gold nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA1000 (silver black nozzle)	in-ear/Simgot Audio EA1000 (silver black nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA1000 (silver red nozzle)	in-ear/Simgot Audio EA1000 (silver red nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA500 (black nozzle)	in-ear/Simgot Audio EA500 (black nozzle) (Fahryst).csv	Fahryst	711	in-ear	1
Simgot Audio EA500 (Moondrop Kato brass nozzle)	in-ear/Simgot Audio EA500 (Moondrop Kato brass nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA500 (Moondrop Kato steel nozzle)	in-ear/Simgot Audio EA500 (Moondrop Kato steel nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA500 (red nozzle)	in-ear/Simgot Audio EA500 (red nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA500LM (black nozzle)	in-ear/Simgot Audio EA500LM (black nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA500LM (gold nozzle)	in-ear/Simgot Audio EA500LM (gold nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EA500LM (red nozzle)	in-ear/Simgot Audio EA500LM (red nozzle).csv	Fahryst	711	in-ear	1
Simgot Audio EM6L	in-ear/Simgot Audio EM6L (Fahryst).csv	Fahryst	711	in-ear	1
Simgot Audio EW200	in-ear/Simgot Audio EW200.csv	Fahryst	711	in-ear	1
Simgot Audio EW300 (gold)	in-ear/Simgot Audio EW300 (gold).csv	Fahryst	711	in-ear	1
Simgot Audio EW300 (silver)	in-ear/Simgot Audio EW300 (silver).csv	Fahryst	711	in-ear	1
Simgot Audio SuperMix 4	in-ear/Simgot Audio SuperMix 4.csv	Fahryst	711	in-ear	1
SoftEars Twilight	in-ear/SoftEars Twilight.csv	Fahryst	711	in-ear	1
SoundPeats Capsule 3 Pro	in-ear/SoundPeats Capsule 3 Pro.csv	Fahryst	711	in-ear	1
Symphonium Audio Meteor	in-ear/Symphonium Audio Meteor.csv	Fahryst	711	in-ear	1
Tanchjim One DSP	in-ear/Tanchjim One DSP.csv	Fahryst	711	in-ear	1
Tanchjim One	in-ear/Tanchjim One.csv	Fahryst	711	in-ear	1
Tanchjim Tanya	in-ear/Tanchjim Tanya.csv	Fahryst	711	in-ear	1
TANGZU Princess Chang Le	in-ear/TANGZU Princess Chang Le (Fahryst).csv	Fahryst	711	in-ear	1
TANGZU Shimin Li	in-ear/TANGZU Shimin Li.csv	Fahryst	711	in-ear	1
TANGZU Wan'er S.G	in-ear/TANGZU Wan'er S.G (Fahryst).csv	Fahryst	711	in-ear	1
TANGZU x HBB Zetian Wu Heyday Edition	in-ear/TANGZU x HBB Zetian Wu Heyday Edition (Fahryst).csv	Fahryst	711	in-ear	1
TANGZU Yuan Li Dark Force	in-ear/TANGZU Yuan Li Dark Force.csv	Fahryst	711	in-ear	1
TANGZU Zetian Wu	in-ear/TANGZU Zetian Wu (Fahryst).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (off-off-off)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (off-off-off).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (off-off-on)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (off-off-on).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (off-on-off)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (off-on-off).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (off-on-on)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (off-on-on).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (on-off-off)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (on-off-off).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (on-off-on)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (on-off-on).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (on-on-off)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (on-on-off).csv	Fahryst	711	in-ear	1
Tansio Mirai (TSMR) X 10th Anniversary (on-on-on)	in-ear/Tansio Mirai (TSMR) X 10th Anniversary (on-on-on).csv	Fahryst	711	in-ear	1
Tin HiFi T2 DLC	in-ear/Tin HiFi T2 DLC.csv	Fahryst	711	in-ear	1
Tin HiFi T2 Evo	in-ear/Tin HiFi T2 Evo.csv	Fahryst	711	in-ear	1
TKZK Ouranos	in-ear/TKZK Ouranos.csv	Fahryst	711	in-ear	1
TRI i ONE	in-ear/TRI i ONE.csv	Fahryst	711	in-ear	1
TRI i3 Pro	in-ear/TRI i3 Pro.csv	Fahryst	711	in-ear	1
Tripowin Olina (Tanchjim Tanya filter)	in-ear/Tripowin Olina (Tanchjim Tanya filter).csv	Fahryst	711	in-ear	1
TRN Conch (black nozzle)	in-ear/TRN Conch (black nozzle).csv	Fahryst	711	in-ear	1
TRN Conch (blue nozzle)	in-ear/TRN Conch (blue nozzle).csv	Fahryst	711	in-ear	1
TRN Conch (red nozzle)	in-ear/TRN Conch (red nozzle).csv	Fahryst	711	in-ear	1
TRN CS4	in-ear/TRN CS4.csv	Fahryst	711	in-ear	1
Truthear Gate	in-ear/Truthear Gate.csv	Fahryst	711	in-ear	1
Truthear Hexa	in-ear/Truthear Hexa (Fahryst).csv	Fahryst	711	in-ear	1
Truthear x Crinacle Zero RED (Bass+)	in-ear/Truthear x Crinacle Zero RED (Bass+) (Fahryst).csv	Fahryst	711	in-ear	1
Truthear x Crinacle Zero RED	in-ear/Truthear x Crinacle Zero RED (Fahryst).csv	Fahryst	711	in-ear	1
Truthear x Crinacle Zero	in-ear/Truthear x Crinacle Zero.csv	Fahryst	711	in-ear	1
Whizzer Kylin HE01B	in-ear/Whizzer Kylin HE01B.csv	Fahryst	711	in-ear	1
Whizzer Kylin HE10	in-ear/Whizzer Kylin HE10.csv	Fahryst	711	in-ear	1
XINHS HS3 (off-off)	in-ear/XINHS HS3 (off-off).csv	Fahryst	711	in-ear	1
XINHS HS3 (on-on)	in-ear/XINHS HS3 (on-on).csv	Fahryst	711	in-ear	1
XINHS x Akros Erasmus (off-off)	in-ear/XINHS x Akros Erasmus (off-off).csv	Fahryst	711	in-ear	1
XINHS x Akros Erasmus (on-on)	in-ear/XINHS x Akros Erasmus (on-on).csv	Fahryst	711	in-ear	1
ZiiGaat Nuo	in-ear/ZiiGaat Nuo.csv	Fahryst	711	in-ear	1
7Hz Salnotes Dioko	in-ear/7Hz Salnotes Dioko.csv	Filk	711	in-ear	1
7Hz Timeless	in-ear/7Hz Timeless (Filk).csv	Filk	711	in-ear	1
AFUL Acoustics MagicOne	in-ear/AFUL Acoustics MagicOne.csv	Filk	711	in-ear	1
Apple Airpods Pro 2	in-ear/Apple Airpods Pro 2.csv	Filk	711	in-ear	1
Audiosense DT200	in-ear/Audiosense DT200.csv	Filk	711	in-ear	1
Baseus Bowie MA20 (ANC off)	in-ear/Baseus Bowie MA20 (ANC off).csv	Filk	711	in-ear	1
Baseus Bowie MA20 (ANC on)	in-ear/Baseus Bowie MA20 (ANC on).csv	Filk	711	in-ear	1
CMF by Nothing by Nothin Buds Pro (ANC off)	in-ear/CMF by Nothing by Nothin Buds Pro (ANC off).csv	Filk	711	in-ear	1
Creative Zen Air DOT	in-ear/Creative Zen Air DOT.csv	Filk	711	in-ear	1
Creative Zen Air	in-ear/Creative Zen Air.csv	Filk	711	in-ear	1
Edifier W260NC	in-ear/Edifier W260NC.csv	Filk	711	in-ear	1
Etymotic ER2SE	in-ear/Etymotic ER2SE (Filk).csv	Filk	711	in-ear	1
Hisenior Mega 5 EST (CIEM)	in-ear/Hisenior Mega 5 EST (CIEM).csv	Filk	711	in-ear	1
InAwaken Dawn Ms	in-ear/InAwaken Dawn Ms.csv	Filk	711	in-ear	1
JBL Tour Pro 3 (ANC on)	in-ear/JBL Tour Pro 3 (ANC on).csv	Filk	711	in-ear	1
JBL Tune Beam 2	in-ear/JBL Tune Beam 2.csv	Filk	711	in-ear	1
JBL Tune Flex	in-ear/JBL Tune Flex.csv	Filk	711	in-ear	1
KBEAR Stellar	in-ear/KBEAR Stellar.csv	Filk	711	in-ear	1
Kiwi Ears KE4	in-ear/Kiwi Ears KE4 (Filk).csv	Filk	711	in-ear	1
Kiwi Ears Singolo	in-ear/Kiwi Ears Singolo.csv	Filk	711	in-ear	1
KZ ZEX Pro	in-ear/KZ ZEX Pro.csv	Filk	711	in-ear	1
Meze Alba	in-ear/Meze Alba.csv	Filk	711	in-ear	1
Moondrop BLOCK	in-ear/Moondrop BLOCK.csv	Filk	711	in-ear	1
Moondrop Chu	in-ear/Moondrop Chu.csv	Filk	711	in-ear	1
Moondrop Jiu	in-ear/Moondrop Jiu.csv	Filk	711	in-ear	1
Moondrop MOCA (ANC off, standard EQ)	in-ear/Moondrop MOCA (ANC off, standard EQ).csv	Filk	711	in-ear	1
Moondrop MOCA (ANC on, standard EQ)	in-ear/Moondrop MOCA (ANC on, standard EQ).csv	Filk	711	in-ear	1
Moondrop Quark 2	in-ear/Moondrop Quark 2.csv	Filk	711	in-ear	1
Moondrop Space Travel (reference mode)	in-ear/Moondrop Space Travel (reference mode) (Filk).csv	Filk	711	in-ear	1
Moondrop Space Travel	in-ear/Moondrop Space Travel.csv	Filk	KB006x + 711	in-ear	1
Moondrop SSR	in-ear/Moondrop SSR.csv	Filk	711	in-ear	1
Moondrop Ultrasonic (reference EQ)	in-ear/Moondrop Ultrasonic (reference EQ).csv	Filk	711	in-ear	1
Motorola Moto Buds Plus (ANC on)	in-ear/Motorola Moto Buds Plus (ANC on).csv	Filk	711	in-ear	1
nb Audio SkeLeTon	in-ear/nb Audio SkeLeTon.csv	Filk	711	in-ear	1
NuForce EDC3	in-ear/NuForce EDC3.csv	Filk	711	in-ear	1
QCY T12 ANC2	in-ear/QCY T12 ANC2.csv	Filk	KB006x + 711	in-ear	1
QCY T13 ANC2 (ANC on)	in-ear/QCY T13 ANC2 (ANC on).csv	Filk	711	in-ear	1
realme Buds Air 5 Pro	in-ear/realme Buds Air 5 Pro.csv	Filk	711	in-ear	1
realme Buds Air6 Pro	in-ear/realme Buds Air6 Pro.csv	Filk	711	in-ear	1
Simgot Audio EW300 (gold)	in-ear/Simgot Audio EW300 (gold) (Filk).csv	Filk	711	in-ear	1
Simgot Audio EW300 (silver)	in-ear/Simgot Audio EW300 (silver) (Filk).csv	Filk	711	in-ear	1
Snab Overtone EP-101M	in-ear/Snab Overtone EP-101M.csv	Filk	711	in-ear	1
SPC Gear Viro 101M	in-ear/SPC Gear Viro 101M.csv	Filk	711	in-ear	1
SteelSeries GameBuds (ANC off)	in-ear/SteelSeries GameBuds (ANC off).csv	Filk	711	in-ear	1
SteelSeries GameBuds (ANC on)	in-ear/SteelSeries GameBuds (ANC on).csv	Filk	711	in-ear	1
Tanchjim Ola	in-ear/Tanchjim Ola.csv	Filk	711	in-ear	1
Tanchjim Tanya	in-ear/Tanchjim Tanya (Filk).csv	Filk	711	in-ear	1
Tanchjim Zero	in-ear/Tanchjim Zero.csv	Filk	711	in-ear	1
Tripowin x 0diBi Vivace	in-ear/Tripowin x 0diBi Vivace.csv	Filk	711	in-ear	1
Truthear Gate	in-ear/Truthear Gate (Filk).csv	Filk	711	in-ear	1
Truthear Hexa	in-ear/Truthear Hexa (Filk).csv	Filk	711	in-ear	1
Truthear Hola	in-ear/Truthear Hola.csv	Filk	711	in-ear	1
Truthear x Crinacle Zero RED (Bass+)	in-ear/Truthear x Crinacle Zero RED (Bass+) (Filk).csv	Filk	711	in-ear	1
Truthear x Crinacle Zero RED	in-ear/Truthear x Crinacle Zero RED (Filk).csv	Filk	711	in-ear	1
Truthear x Crinacle Zero	in-ear/Truthear x Crinacle Zero (Filk).csv	Filk	711	in-ear	1
AKG K371	over-ear/AKG K371.csv	Filk	KB006x + 711	over-ear	1
AKG N700NC M2 (ANC on)	over-ear/AKG N700NC M2 (ANC on).csv	Filk	KB006x + 711	over-ear	1
AKG N700NC M2 (passive)	over-ear/AKG N700NC M2 (passive).csv	Filk	KB006x + 711	over-ear	1
Anker Soundcore Space Q45	over-ear/Anker Soundcore Space Q45.csv	Filk	KB006x + 711	over-ear	1
ASTRO Gaming A50 X	over-ear/ASTRO Gaming A50 X.csv	Filk	KB006x + 711	over-ear	1
ASUS ROG Delta S Core (fabric earpads)	over-ear/ASUS ROG Delta S Core (fabric earpads).csv	Filk	KB006x + 711	over-ear	1
ASUS ROG Delta S Core (leather earpads)	over-ear/ASUS ROG Delta S Core (leather earpads).csv	Filk	KB006x + 711	over-ear	1
Audio-Technica BPHS1	over-ear/Audio-Technica BPHS1.csv	Filk	KB006x + 711	over-ear	1
Austrian Audio Hi-X60	over-ear/Austrian Audio Hi-X60.csv	Filk	KB006x + 711	over-ear	1
Baseus AeQur GH02 (active)	over-ear/Baseus AeQur GH02 (active).csv	Filk	KB006x + 711	over-ear	1
Baseus AeQur GH02 (passive)	over-ear/Baseus AeQur GH02 (passive).csv	Filk	KB006x + 711	over-ear	1
Baseus Bowie D05	over-ear/Baseus Bowie D05.csv	Filk	KB006x + 711	over-ear	1
Bose QuietComfort 45 (ANC on)	over-ear/Bose QuietComfort 45 (ANC on).csv	Filk	KB006x + 711	over-ear	1
Bose QuietComfort 45 (passive)	over-ear/Bose QuietComfort 45 (passive).csv	Filk	KB006x + 711	over-ear	1
Bose QuietComfort Ultra (ANC on)	over-ear/Bose QuietComfort Ultra (ANC on).csv	Filk	KB006x + 711	over-ear	1
Corsair HS70 Pro	over-ear/Corsair HS70 Pro.csv	Filk	KB006x + 711	over-ear	1
Creative Aurvana Live! (Brainwavz PU leather earpads)	over-ear/Creative Aurvana Live! (Brainwavz PU leather earpads).csv	Filk	KB006x + 711	over-ear	1
Creative Aurvana Live! (Brainwavz sheepskin earpads)	over-ear/Creative Aurvana Live! (Brainwavz sheepskin earpads).csv	Filk	KB006x + 711	over-ear	1
Creative Aurvana Live!	over-ear/Creative Aurvana Live!.csv	Filk	KB006x + 711	over-ear	1
Creative Zen Hybrid (ANC off)	over-ear/Creative Zen Hybrid (ANC off).csv	Filk	KB006x + 711	over-ear	1
Creative Zen Hybrid (ANC on)	over-ear/Creative Zen Hybrid (ANC on).csv	Filk	KB006x + 711	over-ear	1
Creative Zen Hybrid (passive)	over-ear/Creative Zen Hybrid (passive).csv	Filk	KB006x + 711	over-ear	1
Creative Zen Hybrid Pro (ANC off)	over-ear/Creative Zen Hybrid Pro (ANC off).csv	Filk	KB006x + 711	over-ear	1
Creative Zen Hybrid Pro (ANC on)	over-ear/Creative Zen Hybrid Pro (ANC on).csv	Filk	KB006x + 711	over-ear	1
Dark Project HS4 Wireless (breathable earpads, passive)	over-ear/Dark Project HS4 Wireless (breathable earpads, passive).csv	Filk	KB006x + 711	over-ear	1
Dark Project HS4 Wireless (breathable earpads, wireless)	over-ear/Dark Project HS4 Wireless (breathable earpads, wireless).csv	Filk	KB006x + 711	over-ear	1
Dark Project HS4 Wireless (leather earpads, passive)	over-ear/Dark Project HS4 Wireless (leather earpads, passive).csv	Filk	KB006x + 711	over-ear	1
Dark Project HS4 Wireless (leather earpads, wireless)	over-ear/Dark Project HS4 Wireless (leather earpads, wireless).csv	Filk	KB006x + 711	over-ear	1
Dark Project Sono	over-ear/Dark Project Sono.csv	Filk	KB006x + 711	over-ear	1
Edifier Stax Spirit S3 (fabric earpads)	over-ear/Edifier Stax Spirit S3 (fabric earpads).csv	Filk	KB006x + 711	over-ear	1
Edifier Stax Spirit S3 (leather earpads)	over-ear/Edifier Stax Spirit S3 (leather earpads).csv	Filk	KB006x + 711	over-ear	1
Edifier W820NB (ANC on)	over-ear/Edifier W820NB (ANC on).csv	Filk	KB006x + 711	over-ear	1
Edifier W820NB (passive)	over-ear/Edifier W820NB (passive).csv	Filk	KB006x + 711	over-ear	1
Edifier W820NB Plus	over-ear/Edifier W820NB Plus.csv	Filk	KB006x + 711	over-ear	1
Edifier WH950NB (ANC off, customized EQ flat)	over-ear/Edifier WH950NB (ANC off, customized EQ flat).csv	Filk	KB006x + 711	over-ear	1
Edifier WH950NB (ANC on, classic EQ)	over-ear/Edifier WH950NB (ANC on, classic EQ).csv	Filk	KB006x + 711	over-ear	1
Edifier WH950NB (ANC on, customized EQ flat)	over-ear/Edifier WH950NB (ANC on, customized EQ flat).csv	Filk	KB006x + 711	over-ear	1
Edifier WH950NB (passive)	over-ear/Edifier WH950NB (passive).csv	Filk	KB006x + 711	over-ear	1
Endorfy Viro Infra	over-ear/Endorfy Viro Infra.csv	Filk	KB006x + 711	over-ear	1
Genesis Neon 613	over-ear/Genesis Neon 613.csv	Filk	KB006x + 711	over-ear	1
Genesis Radon 800 (farbic earpads)	over-ear/Genesis Radon 800 (farbic earpads).csv	Filk	KB006x + 711	over-ear	1
Genesis Radon 800 (leather earpads)	over-ear/Genesis Radon 800 (leather earpads).csv	Filk	KB006x + 711	over-ear	1
Genesis Toron 301	over-ear/Genesis Toron 301.csv	Filk	KB006x + 711	over-ear	1
Genesis Toron 531 (breathable earpads)	over-ear/Genesis Toron 531 (breathable earpads).csv	Filk	KB006x + 711	over-ear	1
Genesis Toron 531 (hybrid earpads)	over-ear/Genesis Toron 531 (hybrid earpads).csv	Filk	KB006x + 711	over-ear	1
Haylou S35	over-ear/Haylou S35.csv	Filk	KB006x + 711	over-ear	1
HIFIMAN Ananda	over-ear/HIFIMAN Ananda (Filk).csv	Filk	KB006x + 711	over-ear	1
HIFIMAN HE400se (non-stealth magnet)	over-ear/HIFIMAN HE400se (non-stealth magnet).csv	Filk	KB006x + 711	over-ear	1
HIFIMAN HE400se (stealth magnet)	over-ear/HIFIMAN HE400se (stealth magnet).csv	Filk	KB006x + 711	over-ear	1
HyperX Cloud II	over-ear/HyperX Cloud II.csv	Filk	KB006x + 711	over-ear	1
HyperX Cloud	over-ear/HyperX Cloud.csv	Filk	KB006x + 711	over-ear	1
iSK HD-9999 (thick earpads)	over-ear/iSK HD-9999 (thick earpads).csv	Filk	KB006x + 711	over-ear	1
iSK HD-9999 (thin earpads)	over-ear/iSK HD-9999 (thin earpads).csv	Filk	KB006x + 711	over-ear	1
JBL Live 770NC (ANC on)	over-ear/JBL Live 770NC (ANC on).csv	Filk	KB006x + 711	over-ear	1
JBL Live 770NC (passive)	over-ear/JBL Live 770NC (passive).csv	Filk	KB006x + 711	over-ear	1
JBL Tour One M2 (ANC on)	over-ear/JBL Tour One M2 (ANC on).csv	Filk	KB006x + 711	over-ear	1
JBL Tour One M2 (ANC on, studio EQ)	over-ear/JBL Tour One M2 (ANC on, studio EQ).csv	Filk	KB006x + 711	over-ear	1
JBL Tour One M2 (passive)	over-ear/JBL Tour One M2 (passive).csv	Filk	KB006x + 711	over-ear	1
JBL Tune 720BT (passive)	over-ear/JBL Tune 720BT (passive).csv	Filk	KB006x + 711	over-ear	1
